can_id,can_nam,net_ope_exp,net_con,tot_loa,can_off,can_inc_cha_ope_sea,winner
H6NV02255,"SHEPHERD, RICK",6769.62,8751.29,0.0,H,CHALLENGER,False
H2PA11098,"BARLETTA, LOU",665475.15,1160869.36,0.0,H,INCUMBENT,True
H4NJ03130,"MACARTHUR, THOMAS",1253462.23,1573734.23,200000.0,H,INCUMBENT,True
H6FL01119,"GAETZ, MATT",993759.23,951163.89,115000.0,H,OPEN,True
H0CA49055,"DAVIS, SUSAN",272044.17,461526.84,0.0,H,INCUMBENT,True
H6NY03262,"PIDOT, PHILIP MARTIN",144110.22,124108.03,20000.0,H,OPEN,False
H4NC12084,"GRAHAM, MALCOLM",102098.77,77812.37,25000.0,H,CHALLENGER,False
H6OR05168,"ALLAN, SETH",15053.2,14503.2,0.0,H,CHALLENGER,False
H6VA08237,"HERNICK, CHARLES ALAN MR.",61715.2,65078.24,3500.0,H,CHALLENGER,False
H6FL05177,"LOWE, THUY",34138.96,25120.33,9261.97,H,CHALLENGER,False
H0AZ01259,"GOSAR, PAUL ANTHONY",664064.74,673182.99,0.0,H,INCUMBENT,True
H4CA25107,"THOMAS, EVAN CHARLES",6633.9,3510.18,5000.0,H,CHALLENGER,False
H6WV02093,"SAVITT, MARC",39106.46,39106.5,0.0,H,CHALLENGER,False
H2CA16100,"TACHERRA, JOHNNY",442454.29,485811.5,2700.0,H,CHALLENGER,False
H6PR00090,"FERRER RIOS, HECTOR",188786.25,230245.08,0.0,H,OPEN,False
H6MN07296,"WINGE, KEVIN BIRDEEN",2999.0,13651.0,0.0,H,CHALLENGER,False
P60007515,"WILSON, WILLIE",4426489.83,156991.5,1055100.0,P,OPEN,False
S6IN00225,"BRENTON, LUCY",824.0,1098.0,0.0,S,CHALLENGER,False
S4AK00099,"MURKOWSKI, LISA",4501006.0,3976689.0,0.0,S,INCUMBENT,True
H6GU01016,"CAMACHO, FELIX P GOVERNOR",74664.3,77553.0,0.0,H,CHALLENGER,False
H4ME02218,"JACKSON, TROY",15.0,268.47,0.0,H,CHALLENGER,False
S0CO00229,"FRAZIER, RYAN LAVAR",417759.0,266503.0,153440.0,S,CHALLENGER,False
H6CA24311,"SCHNEIDER, HELENE",565785.05,555787.1,0.0,H,OPEN,False
H4GA06087,"PRICE, THOMAS EDMUNDS",1161422.01,2162896.21,0.0,H,INCUMBENT,True
H6MD04209,"BROWN, ANTHONY GREGORY",1057499.39,1154476.44,408850.0,H,OPEN,True
H6CO03170,"SCHWARTZ, GAIL SHERIDAN MS.",1096702.74,1491126.29,0.0,H,CHALLENGER,False
H6WY01074,"GREENE, RYAN",158025.16,116024.0,63900.0,H,OPEN,False
H2CA02142,"LAMALFA, DOUG",697896.21,733365.98,0.0,H,INCUMBENT,True
H6MD06212,"HOEBER, AMIE",945139.36,568839.32,450000.0,H,CHALLENGER,False
H6MD08507,"MATORY, LIZ MS.",40110.57,41157.0,0.0,H,OPEN,False
S2OH00238,"DEMARE, JOSEPH ROSARIO",10051.0,9033.0,0.0,S,CHALLENGER,False
H6TN03152,"SHEKARI, MELODY",61052.69,85167.43,10000.0,H,CHALLENGER,False
H6MD03441,"PLASTER, MARK LEROY MD",340197.36,379961.6,100000.0,H,CHALLENGER,False
H6TN03145,"SMITH, GEOFFERY SUHMER",7688.82,7812.86,0.0,H,CHALLENGER,False
H4NJ02157,"COLE, DAVID HAGERTY",100411.84,79323.26,31843.6,H,CHALLENGER,False
H6MI01200,"JOHNSON, LONNIE BARTON",1774955.67,1833130.5,0.0,H,CHALLENGER,False
P60008059,"BUSH, JEB",207828271.23,236335357.91,250000.0,P,OPEN,False
H6CO06066,"BRADELL, KYLE",1858.9,1858.9,0.0,H,CHALLENGER,False
H6IL18153,"MELLON, ROBERT",19007.0,21538.0,0.0,H,OPEN,False
H6NY05077,"O'REILLY, MICHAEL",29464.41,41638.0,0.0,H,CHALLENGER,False
P40000564,"KREML, WILLIAM P",6166.54,28874.88,0.0,P,OPEN,False
H6VA05134,"WHITED, JOE",51036.09,47345.0,7832.57,H,OPEN,False
H0CA19173,"DENHAM, JEFF",2682815.61,2607349.11,0.0,H,INCUMBENT,True
H6MS01255,"ZINN, WALTER H",29817.95,29860.28,0.0,H,OPEN,False
H6IN03211,"GALLOWAY, PAMELA GAIL",382524.49,133203.74,250000.0,H,OPEN,False
H2NY10092,"JEFFRIES, HAKEEM",489291.63,1233403.06,0.0,H,INCUMBENT,True
S6NV00259,"GUMINA, TONY DR",28474.0,31407.0,0.0,S,OPEN,False
H4TX04039,"GOHMERT, LOUIS B. MR. JR.",775630.26,711709.67,0.0,H,INCUMBENT,True
S6AZ00241,"LOPEZ-CERVANTEZ, JOANNE SELENA MS",5000.0,6500.0,0.0,S,CHALLENGER,False
S4GA11236,"GRAYSON, DERRICK EARL",9407.0,10186.0,5000.0,S,CHALLENGER,False
H6FL02216,"MORAN, JEFF",19440.8,15045.0,5000.0,H,OPEN,False
H6MD01239,"JACKSON, SEAN M",4721.0,4869.0,0.0,H,CHALLENGER,False
H0FL02086,"LAWSON, ALFRED JR",237502.38,239573.24,101000.0,H,CHALLENGER,True
H6OR03064,"BLUMENAUER, EARL",773605.33,1430970.81,0.0,H,INCUMBENT,True
S4PA00196,"VODVARKA, JOSEPH JOHN",33334.0,32251.0,0.0,S,CHALLENGER,False
S6LA00375,"PATEL, ABHAY",371390.0,225666.0,152500.0,S,OPEN,False
H6FL06225,"MCGOVERN, JAMES JOSEPH",69361.75,47416.53,20000.0,H,CHALLENGER,False
H6CA25177,"CAFORIO, BRYAN",1245092.13,1312243.14,0.0,H,CHALLENGER,False
H6NY13170,"FENSTERMAKER, SCOTT LLOYD MR.",14082.5,4180.0,24040.0,H,OPEN,False
H4PA08116,"NAUGHTON, SHAUGHNESSY",1370046.19,1382457.61,0.0,H,OPEN,False
H6MA08299,"BURKE, WILLIAM F",41401.27,45450.0,0.0,H,CHALLENGER,False
H4PA18131,"DOYLE, MIKE",454476.55,777713.7,0.0,H,INCUMBENT,True
H4WV03070,"JENKINS, EVAN H",326319.23,1210275.19,0.0,H,INCUMBENT,True
H4MA05084,"CLARK, KATHERINE",585535.12,1177497.53,0.0,H,INCUMBENT,True
H6OR04047,"DEFAZIO, PETER A",539606.18,1360555.57,0.0,H,INCUMBENT,True
H6WA03218,"MOELLER, JAMES C",79676.01,103336.96,0.0,H,CHALLENGER,False
H6FL18147,"PERKINS, RANDY",8269787.06,2788957.63,5750000.0,H,OPEN,False
H6WI01200,"LEBECK, JASON MR.",468.89,555.48,0.0,H,CHALLENGER,False
H6CA33106,"WRIGHT, KENNETH W DR.",40955.7,61340.0,6000.0,H,CHALLENGER,False
H6NY18195,"DEL VECCHIO, KENNETH",64324.53,17705.0,46750.0,H,CHALLENGER,False
H6GA14011,"TUCK, MICKEY",12325.0,6337.0,4800.0,H,CHALLENGER,False
H0TN04195,"DESJARLAIS, SCOTT HON.",502132.61,592473.0,0.0,H,INCUMBENT,True
H6MI12272,"BAGWELL, THOMAS A",488.65,889.06,0.0,H,CHALLENGER,False
H6KS03233,"GOODE, GREGORY MICHAEL LTC(R) SR",38367.52,56502.8,16500.0,H,CHALLENGER,False
H6PA14192,"MCALLISTER, LENNY MR",15689.32,17390.0,0.0,H,CHALLENGER,False
H8CA09060,"LEE, BARBARA",949488.98,1197676.61,0.0,H,INCUMBENT,True
H4CA52077,"SIMON, FRED J JR MD",790.44,517.93,0.0,H,CHALLENGER,False
H6TX22234,"BLATT, DOUGLAS JAMES MR",431.32,1367.39,500.0,H,CHALLENGER,False
H2IL13120,"DAVIS, RODNEY L",1435552.57,2428419.14,0.0,H,INCUMBENT,True
H6NV04046,"ROLLE, DANIEL",7642.86,6036.33,1865.0,H,CHALLENGER,False
H2PA18143,"MURPHY, TIMOTHY",866211.66,1400794.57,0.0,H,INCUMBENT,True
H6WI07173,"LEWIS, JOEL ANDREW",6608.26,6488.26,300.0,H,CHALLENGER,False
H2FL06091,"BRUDERLY, DAVID EDWARD",35074.3,34318.45,12026.39,H,OPEN,False
H6CA21218,"HUERTA, EMILIO JESUS MR.",480757.73,619470.69,0.0,H,CHALLENGER,False
H6AZ05109,"MARTYN, BRYAN",2965.0,4965.0,0.0,H,OPEN,False
H6AL03157,"DICHIARA, LARRY",67148.66,17718.04,47073.64,H,CHALLENGER,False
H6MS01172,"PIRKLE, GREGORY D.",459834.76,212756.0,248400.0,H,OPEN,False
H6FL06126,"MCCULLOUGH, WILLIAM",31792.51,7545.0,28475.0,H,CHALLENGER,False
S6AZ00225,"KIRKPATRICK, ANN LEILA",7673746.0,7876132.0,0.0,S,CHALLENGER,False
H6CA37305,"HASAN, SHARIFF M",2250.0,2250.0,0.0,H,CHALLENGER,False
H6NY11190,"GENTILE, VINCENT",249043.5,249043.5,0.0,H,OPEN,False
H6MO05189,"TURK, JACOB",79430.68,98320.0,500.0,H,CHALLENGER,False
H2MN02130,"GERSON, DAVID ADAM",145619.46,120567.85,127432.59,H,CHALLENGER,False
H6TX08100,"BRADY, KEVIN",3423547.17,4218398.62,0.0,H,INCUMBENT,True
H6TX21244,"VAKIL, TEJAS",48743.89,45652.36,8000.0,H,CHALLENGER,False
H6OR05150,"WEST, BENJAMIN",43667.09,44952.0,0.0,H,CHALLENGER,False
H2IA01055,"BLUM, RODNEY",1278679.16,1719223.36,500000.0,H,INCUMBENT,True
H6CA44129,"CASTILLO, CHRISTOPHER",8840.0,8840.0,0.0,H,OPEN,False
H4CA23011,"WATERS, MAXINE MS",561642.17,618422.3,0.0,H,INCUMBENT,True
S6CO00259,"NEVILLE, TIMOTHY PATRICK",258528.0,266616.0,0.0,S,CHALLENGER,False
H2OH03125,"BEATTY, JOYCE",600893.33,1061235.86,0.0,H,INCUMBENT,True
S6IL00185,"MARSHALL, ROBERT",6000.0,500.0,24210.0,S,CHALLENGER,False
H6CA14114,"CARDENAS, ANGEL",4029.13,4105.06,35.0,H,CHALLENGER,False
S6MD03516,"HOOE, JOSEPH DAVID",5362.0,5320.0,8500.0,S,OPEN,False
H6MN02149,"LEWIS, JASON MARK MR.",698364.86,772922.46,0.0,H,OPEN,True
H8CA01109,"THOMPSON, MIKE MR.",1215624.93,1842739.05,0.0,H,INCUMBENT,True
S6KY00120,"GRAY, JIM P",4539473.0,3376518.0,2000000.0,S,CHALLENGER,False
H6CA21200,"PEREZ, CONNIE",10768.25,11272.95,0.0,H,CHALLENGER,False
H6IN06206,"WELSH, BARRY",5253.69,4184.01,0.0,H,CHALLENGER,False
H6TX15162,"GONZALEZ, VICENTE MR.",2228578.65,491173.0,1850000.0,H,OPEN,True
H2NC11080,"MEADOWS, MARK R",387382.55,578755.32,0.0,H,INCUMBENT,True
H6FL10169,"POE, BOB",2014069.03,190518.09,1915000.0,H,CHALLENGER,False
H0OH18077,"GIBBS, ROBERT",618589.17,879396.71,0.0,H,INCUMBENT,True
H4WI04183,"MOORE, GWEN S",768385.44,936335.71,0.0,H,INCUMBENT,True
H0IL14080,"HULTGREN, RANDY",679237.91,1139766.15,0.0,H,INCUMBENT,True
H4OH14102,"WAGER, MICHAEL",191718.64,226548.73,0.0,H,CHALLENGER,False
H4PA05062,"TAYLOR, KERITH STRANO",77314.34,101148.61,0.0,H,CHALLENGER,False
H4NY27076,"HIGGINS, BRIAN",342672.77,741761.07,0.0,H,INCUMBENT,True
H8CA12098,"ESHOO, ANNA G.",846962.2,1282687.57,0.0,H,INCUMBENT,True
H8CA52052,"HUNTER, DUNCAN D.",789980.94,1044759.96,0.0,H,INCUMBENT,True
H6WI03099,"KIND, RONALD JAMES",1033427.99,2020102.03,0.0,H,INCUMBENT,True
H4FL18068,"DOMINO, CARL J",576643.44,56083.32,528897.99,H,OPEN,False
H6NC06099,"GLIDEWELL, POWELL WATKINS PETE"" III""",80773.74,88617.54,0.0,H,CHALLENGER,False
H0NC02059,"ELLMERS, RENEE JACISIN",1365951.95,1266586.77,0.0,H,INCUMBENT,False
H6WA07425,"WALKINSHAW, BRADY PINERO",1495137.67,1630360.75,0.0,H,OPEN,False
S6CA00618,"ALBERTSON, STEWART",15221.0,15250.0,10000.0,S,OPEN,False
H6MD02211,"MCDONOUGH, PATRICK L",159114.02,198095.49,0.0,H,CHALLENGER,False
H2TX26093,"BURGESS, MICHAEL C. DR.",779636.18,1239736.1,0.0,H,INCUMBENT,True
H6MI14195,"MORRISON, TERRANCE",10200.0,200.0,10000.0,H,CHALLENGER,False
H6MD06204,"HOWARD, FRANK",76562.96,26562.96,50000.0,H,CHALLENGER,False
H6FL10151,"FAHMY, FATIMA RITA",2466.87,31123.5,0.0,H,CHALLENGER,False
H4MN06087,"EMMER, THOMAS EARL JR.",1178785.31,1635187.39,10000.0,H,INCUMBENT,True
H6MA01096,"SIMMONS, THOMAS T",16641.88,12270.0,5000.0,H,CHALLENGER,False
H6MN07304,"HUGHES, DAVID RUSSELL MR.",13735.62,17085.65,0.0,H,CHALLENGER,False
H6NJ09231,"CASTILLO, HECTOR DR.",50125.99,51500.18,0.0,H,CHALLENGER,False
H6PA12089,"LARCHUK, STEVEN B",284312.05,57313.59,260000.0,H,CHALLENGER,False
H6TN04192,"PERSLEY, ERRAN FELIC MR.",6947.38,650.0,7000.0,H,CHALLENGER,False
S4OR00172,"CALLAHAN, MARK ALLEN",23044.0,25876.0,6093.0,S,CHALLENGER,False
H6ID02183,"TOMKINS, ANTHONY DAVID",1326.32,1413.62,0.0,H,CHALLENGER,False
H6AZ05091,"OLSON, JUSTIN",151429.15,52375.12,100000.0,H,OPEN,False
H6TX01238,"MCKELLAR, SHIRLEY JONETTA DR",12542.46,13358.34,0.0,H,CHALLENGER,False
H6VA07148,"BEDELL, EILEEN MCNEIL",176091.64,174143.22,8883.88,H,CHALLENGER,False
H6MA09164,"CATALDO, CHRISTOPHER DAVID",5590.66,7638.31,0.0,H,CHALLENGER,False
H4TX21041,"MCCALL, BRIAN MATTHEW",164971.63,131048.77,52672.62,H,CHALLENGER,False
P60008331,"CIOTTI, ANTHONY MR. III",2791.33,3035.0,0.0,P,OPEN,False
H6NY22098,"PHILLIPS, GEORGE KARL MR",214579.9,210483.29,0.0,H,OPEN,False
H6FL09211,"BORDERS, JASON D",646.91,646.91,0.0,H,OPEN,False
S8AK00082,"METCALFE, RAY HOMER",11558.0,13546.0,0.0,S,CHALLENGER,False
H0GA08065,"HICKS, ANGELA",46599.0,46600.0,0.0,H,CHALLENGER,False
H4NY29098,"ASSINI, MARK W",193415.43,209409.41,0.0,H,CHALLENGER,False
H6NY11216,"REICHARD, RICHARD",12048.09,28731.08,0.0,H,CHALLENGER,False
H2AZ09035,"ROGERS, WENDY",478034.32,429757.13,0.0,H,OPEN,False
H6WA01170,"SCOTT, ELIZABETH",130741.74,141125.19,0.0,H,CHALLENGER,False
H6CA35127,"FISCHELLA, TYLER R",3747.65,3502.65,245.0,H,CHALLENGER,False
H6CA34229,"EDWARDS, ADRIENNE NICOLE",1.8,20.0,0.0,H,CHALLENGER,False
H6FL09203,"RENTAS, WANDA",17795.0,17795.0,0.0,H,OPEN,False
H6PA08244,"PETRI, SCOTT",84473.4,253910.0,0.0,H,OPEN,False
H2IL10068,"SCHNEIDER, BRADLEY SCOTT",4185389.16,4201335.76,130000.0,H,CHALLENGER,True
H2MA04073,"KENNEDY, JOSEPH P III",1537844.39,2784362.26,0.0,H,INCUMBENT,True
H2HI02508,"GABBARD, TULSI",926059.16,2024539.57,0.0,H,INCUMBENT,True
H2OH15095,"WHARTON, RICHARD SCOTT",28944.09,12964.0,17000.0,H,CHALLENGER,False
H6TN08169,"FLINN, GEORGE S DR JR",3015905.42,1698.0,2795000.0,H,OPEN,False
H6NY03247,"SUOZZI, THOMAS",1765203.91,2081614.81,0.0,H,OPEN,True
S6NV00275,"HECK, THOMAS",21234.0,21234.0,0.0,S,OPEN,False
H6OH12127,"ALBERTSON, ED",18413.17,27043.95,1000.0,H,CHALLENGER,False
H0PA03271,"KELLY, GEORGE J JR",870879.28,1646174.23,0.0,H,INCUMBENT,True
H6FL01143,"MILLS, JOHN",8576.29,380.0,7495.97,H,OPEN,False
H0MS04120,"PALAZZO, STEVEN MCCARTY",369376.37,734076.28,0.0,H,INCUMBENT,True
H6FL19095,"BONGINO, DANIEL J",409606.08,415790.75,0.0,H,OPEN,False
H6IL10135,"RODKIN ROTERING, NANCY",1369795.93,1043746.68,345000.0,H,CHALLENGER,False
H2TX33099,"MITCHELL, MONTE MARK",24753.62,7438.8,19906.24,H,CHALLENGER,False
H6NY13097,"GALLAGHER, MICHAEL",63828.31,53764.09,41012.19,H,OPEN,False
H4MI08135,"BISHOP, MIKE",1139447.38,1446885.15,0.0,H,INCUMBENT,True
H2VA04052,"FORBES, J. RANDY",1886224.1,1356048.76,0.0,H,INCUMBENT,False
H4CA24142,"FAREED, JUSTIN",1788877.53,2109529.24,0.0,H,OPEN,False
P60008398,"JINDAL, BOBBY",2393656.28,3168309.93,0.0,P,OPEN,False
H6WA07458,"JAYAPAL, PRAMILA",2297795.3,2490989.94,0.0,H,OPEN,True
H6CA24113,"SHERMAN, BRAD",344111.96,1427136.46,0.0,H,INCUMBENT,True
H6PA08210,"WARREN, ANDREW L",10022.0,18860.0,22000.0,H,OPEN,False
H4MA03097,"WOFFORD, ROSEANN",19181.85,25003.49,15000.0,H,CHALLENGER,False
H6NC13210,"GRIFFIN, KEVIN D.",19506.39,633.36,18875.0,H,CHALLENGER,False
H6NC04037,"PRICE, DAVID E.",430826.04,725854.52,0.0,H,INCUMBENT,True
H4VA08224,"BEYER, DONALD STERNOFF JR.",742454.92,1982462.14,0.0,H,INCUMBENT,True
H6MD01213,"SMIGIEL, SR., MICHAEL D. MR.",32151.76,32096.53,0.0,H,CHALLENGER,False
H2NY06116,"MENG, GRACE",480782.02,1054274.65,0.0,H,INCUMBENT,True
H0GA13032,"CRANE, MICHAEL ROBERT",489931.94,504112.04,300.0,H,OPEN,False
H4IA03099,"CRAMER, ROBERT JAMES",2876.59,600.0,1575.0,H,CHALLENGER,False
H4LA05221,"ABRAHAM, RALPH LEE DR. JR.",262567.99,552745.86,0.0,H,INCUMBENT,True
H2NY17071,"NADLER, JERROLD L. MR.",972474.88,1574298.71,0.0,H,INCUMBENT,True
H6CA46165,"PETERSON, BOB",29094.64,18918.0,12000.0,H,OPEN,False
H8NY29032,"COLLINS, CHRISTOPHER C",373122.48,1081115.09,0.0,H,INCUMBENT,True
H6TX06146,"FOWLER, STEVEN C",9918.7,6275.64,3750.0,H,CHALLENGER,False
H6MD08291,"BARVE, KUMAR",593123.47,595348.47,0.0,H,OPEN,False
H6MS01198,"JONES, ROGER STARNER DR.",528638.39,140858.0,397500.0,H,OPEN,False
S0AK00121,"MILLER, JOSEPH W",97032.0,272568.0,0.0,S,CHALLENGER,False
S6FL00434,"KHOURY, ANTON",171719.0,73821.0,140000.0,S,CHALLENGER,False
H4RI02107,"REIS, RHUE",2834.26,7670.0,0.0,H,CHALLENGER,False
S6CT05108,"CARTER, DAN",314794.0,341934.0,20000.0,S,CHALLENGER,False
H6FL09195,"LIEBNITZKY, WAYNE",26917.95,16407.0,14804.79,H,OPEN,False
H6NC06107,"HARDIN, CHRISTOPHER WESLEY MR.",29178.81,29340.15,0.0,H,CHALLENGER,False
H6NY24185,"WILLIAMS, STEVE",323781.7,249370.0,71000.0,H,CHALLENGER,False
H6GA03139,"COOK, TAMARKUS",4343.94,16640.97,0.0,H,OPEN,False
H0NH02181,"KUSTER, ANN MCLANE",1580318.9,3008526.15,0.0,H,INCUMBENT,True
P60006046,"WALKER, SCOTT",85622863.11,84600522.3,0.0,P,OPEN,False
H6WI06100,"LLOYD, SARAH",101483.23,179864.81,0.0,H,CHALLENGER,False
H4TX04153,"RATCLIFFE, JOHN L",724965.37,879015.25,0.0,H,INCUMBENT,True
H4WA05127,"PAKOOTAS, JOSEPH A",284875.73,313031.08,0.0,H,CHALLENGER,False
H2FL25018,"DIAZ-BALART, MARIO",1109604.27,1282201.02,0.0,H,INCUMBENT,True
H2UT04023,"LOVE, MIA",4479680.34,4679901.41,0.0,H,INCUMBENT,True
H2IL08039,"GUTIERREZ, LUIS V",494558.05,483335.94,0.0,H,INCUMBENT,True
S6NY00383,"SPOTORNO, FRANK",83145.56,10400.0,128500.0,S,CHALLENGER,False
H4WA05077,"MCMORRIS RODGERS, CATHY",2852362.0,2461802.0,0.0,H,INCUMBENT,True
S0LA00071,"DUKE, DAVID E DR",87322.0,115455.0,22310.0,S,OPEN,False
H6DE01097,"BARNEY, SEAN",738637.31,739026.65,2000.0,H,OPEN,False
H0RI01073,"CICILLINE, DAVID N",586521.89,1377568.46,0.0,H,INCUMBENT,True
S4LA00065,"KENNEDY, JOHN NEELY",1896428.0,2752441.0,0.0,S,OPEN,True
H6MN05183,"ELLISON, KEITH MAURICE",1622329.1,2294848.39,0.0,H,INCUMBENT,True
H6TN08177,"LUTTRELL, MARK H JR",346838.08,353413.67,0.0,H,OPEN,False
H6CA25151,"VINCE, LOU",93555.15,93555.15,164.5,H,CHALLENGER,False
H6TX27084,"DEEB, GREGORY PATRICK",194988.76,139328.22,56000.0,H,CHALLENGER,False
H6IL15084,"MCCARTER, KYLE",404977.07,253122.65,156000.0,H,CHALLENGER,False
H0AL02087,"ROBY, MARTHA",1304536.82,1302073.85,0.0,H,INCUMBENT,True
H6TX33017,"CHADWICK, HOWARD BRUCE",13835.46,13835.46,0.0,H,CHALLENGER,False
S0KY00156,"PAUL, RAND",4356709.0,3297978.0,0.0,S,INCUMBENT,True
H6IL18104,"FLYNN, MICHAEL",173592.97,173899.35,0.0,H,OPEN,False
H6TX36010,"STOVALL, DWAYNE",3463.97,3620.0,0.0,H,CHALLENGER,False
S6AZ00019,"MCCAIN, JOHN S",10317355.0,9897498.0,0.0,S,INCUMBENT,True
S6FL00418,"RIVERA, ERNESTO J",83301.0,2677.0,293331.0,S,CHALLENGER,False
H6IL06166,"HOWLAND, AMANDA",44917.24,90060.85,5000.0,H,CHALLENGER,False
H6MD02203,"MORGAN, YURIPZY",8007.91,7650.0,7500.0,H,CHALLENGER,False
H6FL04121,"TANZLER, HANS MR. III",813784.68,413284.68,400500.0,H,OPEN,False
H2NC09134,"PITTENGER, ROBERT M. HON.",956313.28,708716.88,0.0,H,INCUMBENT,True
S0OH00133,"PORTMAN, ROB",19697476.0,17053046.0,0.0,S,INCUMBENT,True
H6CO07098,"BAKER, BRUCE",888.01,1050.0,0.0,H,CHALLENGER,False
P20003984,"STEIN, JILL",13450374.82,12561544.57,40000.0,P,OPEN,False
H2CA00104,"LOWENTHAL, ALAN",238884.28,682839.11,0.0,H,INCUMBENT,True
H8OH01043,"CHABOT, STEVE",450198.51,918023.98,0.0,H,INCUMBENT,True
S6IL00375,"CONKLIN, ERIC MICHAEL",2986.0,3281.0,0.0,S,CHALLENGER,False
H0RI02139,"LANGEVIN, JAMES R. HONORABLE",670999.82,1087117.66,0.0,H,INCUMBENT,True
S6UT00238,"SWINTON, JONATHAN JEFFREY",30630.0,30631.0,14623.0,S,CHALLENGER,False
H6NV01208,"PERRY, MARY D",28469.79,7385.69,23184.18,H,CHALLENGER,False
H6MO05205,"RUCKER, AUSTIN JONATHAN",17.0,270.0,0.0,H,CHALLENGER,False
H8CO06138,"COFFMAN, MIKE REP.",2691169.92,3154446.32,0.0,H,INCUMBENT,True
H6MD04241,"RANSOM, LISA RENEE",8429.32,10161.06,0.0,H,OPEN,False
H8IL14067,"FOSTER, G. WILLIAM (BILL)",1035105.68,2764766.19,0.0,H,INCUMBENT,True
H6TX15154,"PALACIOS, JUAN SONNY JR",467030.14,174860.98,288625.0,H,OPEN,False
H6OK02225,"DAVIES, AARON",1782.9,1814.73,0.0,H,CHALLENGER,False
H6MN02156,"MYHRA, PAMELA J",52147.01,51650.38,1000.0,H,OPEN,False
H8NV03036,"TITUS, DINA",491031.21,876315.33,0.0,H,INCUMBENT,True
H6TX19123,"GARRETT, GREGORY KEITH",65987.33,57940.0,50000.0,H,OPEN,False
H6NC13061,"ROBSINSON, VERNON",91244.77,91244.77,0.0,H,CHALLENGER,False
H2NJ02037,"LOBIONDO, FRANK A.",1065626.37,1448868.51,0.0,H,INCUMBENT,True
H4MT01041,"ZINKE, RYAN K",5055942.15,4938943.74,0.0,H,INCUMBENT,True
H6NY12131,"LINDNER, PETE",7330.86,2600.0,4000.0,H,CHALLENGER,False
H6IA04134,"WEAVER, KIMBERLY",101503.47,141313.14,5002.36,H,CHALLENGER,False
H6WI07165,"SALAMONE, PHILIP PETER",5992.86,4970.0,0.0,H,CHALLENGER,False
H2CA20094,"VALADAO, DAVID",1757531.19,2458483.03,0.0,H,INCUMBENT,True
S6IL00292,"DUCKWORTH, L TAMMY",12412571.0,13059804.0,0.0,S,CHALLENGER,True
H2NY13096,"ESPAILLAT, ADRIANO",597941.21,742839.01,0.0,H,OPEN,True
H6WA03184,"MCDEVITT, DAVID MALCOLM MR",31423.79,15262.85,100000.0,H,CHALLENGER,False
H6MS01214,"ADCOCK, SAM",300610.06,151881.96,160000.0,H,OPEN,False
H4ME02234,"POLIQUIN, BRUCE L",2200307.59,3171952.24,0.0,H,INCUMBENT,True
H2VA06115,"GOODLATTE, ROBERT W.",1457022.2,1686327.16,0.0,H,INCUMBENT,True
H6MO02301,"OTTO, BILL MR.",314939.74,415974.37,0.0,H,CHALLENGER,False
H6NC13103,"SHOAF, FARREN KENT",14956.0,14956.0,0.0,H,CHALLENGER,False
H0FL19080,"DEUTCH, THEODORE ELIOT",1315472.86,1458880.68,0.0,H,INCUMBENT,True
S6SC04148,"DIXON, THOMAS ALAN",18788.0,23380.0,0.0,S,CHALLENGER,False
H6AZ07030,"NUNEZ, EVANGELINE MARTINEZ",19585.08,29792.2,0.0,H,CHALLENGER,False
H4MO04138,"WEBB, JOHN E",14953.0,13156.0,1500.0,H,CHALLENGER,False
H6NJ13191,"SIRES, ALBIO",342832.39,493110.06,0.0,H,INCUMBENT,True
H2VA04102,"WARD, ELLA PORTER",34331.98,47864.75,1360.0,H,CHALLENGER,False
H6FL27023,"SACKRIN, ADAM",10455.09,9377.51,1500.0,H,CHALLENGER,False
S6LA00318,"FLEMING, JOHN C JR",3755473.0,1773904.0,863735.0,S,OPEN,False
H4CA18094,"FOX, RICHARD B",18017.01,17653.0,6500.0,H,CHALLENGER,False
H6FL19087,"ROONEY, FRANCIS",4718541.53,4550062.5,450000.0,H,OPEN,True
H6CA09098,"NANCE, KATHRYN D",68351.76,68606.01,100.0,H,CHALLENGER,False
H6FL04147,"MALIN, EDWARD ANTHONY",89798.78,57100.0,30000.0,H,OPEN,False
H4OH07049,"PHILLIP, DANIEL GEORGE",8113.39,18165.0,0.0,H,CHALLENGER,False
H6LA03080,"KNEZEK, ERICK",167549.42,118265.16,450700.0,H,OPEN,False
H4MO07131,"WILLIAMS, REBECCA GENEVIEVE MS",9308.05,17605.3,0.0,H,CHALLENGER,False
H6OK04114,"TAYLOR, JAMES",14494.35,15091.0,3500.0,H,CHALLENGER,False
H4CA26139,"DAGNESSES, RAFAEL",155466.91,151701.0,260000.0,H,CHALLENGER,False
H8OH15076,"STIVERS, STEVE MR.",1471614.16,2720144.14,0.0,H,INCUMBENT,True
H8WI09050,"SENSENBRENNER, F. JAMES JR.",265824.16,365203.15,0.0,H,INCUMBENT,True
H6OH08133,"REYNOLDS, ROGER",56924.32,31628.31,70000.0,H,CHALLENGER,False
H6WY01058,"STUBSON, TIMOTHY MICHAEL",263339.4,193826.13,75400.0,H,OPEN,False
H2TX15047,"RAMIREZ HINOJOSA, RUBEN",4796.0,4950.0,0.0,H,OPEN,False
H6NY03197,"MARTINS, JACK",758725.65,1003633.05,0.0,H,OPEN,False
